# Viterbi_decoding posterior_decoding posterior_mean
1.75 1.75 1.769442
1.75 1.75 1.769945
1.75 1.75 1.770452
1.75 1.75 1.770963
1.75 1.75 1.771480
1.75 1.75 1.772002
1.75 1.75 1.772530
1.75 1.75 1.773062
1.75 1.75 1.773600
1.75 1.75 1.774144
1.75 1.75 1.774694
1.75 1.75 1.775250
1.75 1.75 1.775812
1.75 1.75 1.776380
1.75 1.75 1.776954
1.75 1.75 1.777535
1.75 1.75 1.778123
1.75 1.75 1.778718
1.75 1.75 1.779320
1.75 1.75 1.779929
1.75 1.75 1.780546
1.75 1.75 1.781170
1.75 1.75 1.781802
1.75 1.75 1.782442
1.75 1.75 1.783090
1.75 1.75 1.783746
1.75 1.75 1.784411
1.75 1.75 1.785085
1.75 1.75 1.785768
1.75 1.75 1.786460
1.75 1.75 1.787162
1.75 1.75 1.787873
1.75 1.75 1.788594
1.75 1.75 1.789326
1.75 1.75 1.790067
1.75 1.75 1.790820
1.75 1.75 1.791583
1.75 1.75 1.792357
1.75 1.75 1.793143
1.75 1.75 1.793941
1.75 1.75 1.794033
1.75 1.75 1.794128
1.75 1.75 1.794226
1.75 1.75 1.794328
1.75 1.75 1.794433
1.75 1.75 1.794541
1.75 1.75 1.794652
1.75 1.75 1.794766
1.75 1.75 1.794883
1.75 1.75 1.795004
1.75 1.75 1.795127
1.75 1.75 1.795254
1.75 1.75 1.795384
1.75 1.75 1.795517
1.75 1.75 1.795653
1.75 1.75 1.795793
1.75 1.75 1.795935
1.75 1.75 1.796081
1.75 1.75 1.796230
1.75 1.75 1.796382
1.75 1.75 1.796537
1.75 1.75 1.796696
1.75 1.75 1.796857
1.75 1.75 1.797022
1.75 1.75 1.797190
1.75 1.75 1.797362
1.75 1.75 1.797536
1.75 1.75 1.797714
1.75 1.75 1.797896
1.75 1.75 1.798080
1.75 1.75 1.798268
1.75 1.75 1.798460
1.75 1.75 1.798654
1.75 1.75 1.798853
1.75 1.75 1.799054
1.75 1.75 1.799260
1.75 1.75 1.799468
1.75 1.75 1.799681
1.75 1.75 1.799897
1.75 1.75 1.800116
1.75 1.75 1.800339
1.75 1.75 1.800566
1.75 1.75 1.800797
1.75 1.75 1.801032
1.75 1.75 1.801270
1.75 1.75 1.801512
1.75 1.75 1.801759
1.75 1.75 1.802009
1.75 1.75 1.802263
1.75 1.75 1.802522
1.75 1.75 1.802784
1.75 1.75 1.803051
1.75 1.75 1.803322
1.75 1.75 1.803598
1.75 1.75 1.803878
1.75 1.75 1.804162
1.75 1.75 1.803988
1.75 1.75 1.803818
1.75 1.75 1.803652
1.75 1.75 1.803489
1.75 1.75 1.803331
1.75 1.75 1.803177
1.75 1.75 1.803026
1.75 1.75 1.802880
1.75 1.75 1.802736
1.75 1.75 1.802597
1.75 1.75 1.802461
1.75 1.75 1.802328
1.75 1.75 1.802199
1.75 1.75 1.802073
1.75 1.75 1.801951
1.75 1.75 1.801832
1.75 1.75 1.801716
1.75 1.75 1.801603
1.75 1.75 1.801494
1.75 1.75 1.801387
1.75 1.75 1.801284
1.75 1.75 1.801184
1.75 1.75 1.801086
1.75 1.75 1.800992
1.75 1.75 1.800900
1.75 1.75 1.800811
1.75 1.75 1.800725
1.75 1.75 1.800642
1.75 1.75 1.800561
1.75 1.75 1.800484
1.75 1.75 1.800408
1.75 1.75 1.800336
1.75 1.75 1.800266
1.75 1.75 1.800198
1.75 1.75 1.800134
1.75 1.75 1.800071
1.75 1.75 1.800011
1.75 1.75 1.799954
1.75 1.75 1.799899
1.75 1.75 1.799846
1.75 1.75 1.799795
1.75 1.75 1.799747
1.75 1.75 1.799702
1.75 1.75 1.799658
1.75 1.75 1.799617
1.75 1.75 1.799578
1.75 1.75 1.799541
1.75 1.75 1.799506
1.75 1.75 1.799474
1.75 1.75 1.799443
1.75 1.75 1.799415
1.75 1.75 1.799389
1.75 1.75 1.799365
1.75 1.75 1.799343
1.75 1.75 1.799323
1.75 1.75 1.799305
1.75 1.75 1.799289
1.75 1.75 1.799275
1.75 1.75 1.799262
1.75 1.75 1.799252
1.75 1.75 1.799244
1.75 1.75 1.799238
1.75 1.75 1.799233
1.75 1.75 1.799231
1.75 1.75 1.799230
1.75 1.75 1.799231
1.75 1.75 1.799235
1.75 1.75 1.799239
1.75 1.75 1.799246
1.75 1.75 1.799255
1.75 1.75 1.799265
1.75 1.75 1.799277
1.75 1.75 1.799291
1.75 1.75 1.799307
1.75 1.75 1.799324
1.75 1.75 1.799343
1.75 1.75 1.799364
1.75 1.75 1.799387
1.75 1.75 1.799411
1.75 1.75 1.799438
1.75 1.75 1.799465
1.75 1.75 1.799495
1.75 1.75 1.799526
1.75 1.75 1.799559
1.75 1.75 1.799594
1.75 1.75 1.799630
1.75 1.75 1.799668
1.75 1.75 1.799708
1.75 1.75 1.799749
1.75 1.75 1.799792
1.75 1.75 1.799836
1.75 1.75 1.799883
1.75 1.75 1.799931
1.75 1.75 1.799980
1.75 1.75 1.800032
1.75 1.75 1.800085
1.75 1.75 1.800139
1.75 1.75 1.800195
1.75 1.75 1.800253
1.75 1.75 1.800313
1.75 1.75 1.800374
1.75 1.75 1.800437
1.75 1.75 1.800501
1.75 1.75 1.800567
1.75 1.75 1.800635
1.75 1.75 1.800704
1.75 1.75 1.800775
1.75 1.75 1.800848
1.75 1.75 1.800922
1.75 1.75 1.800998
1.75 1.75 1.801076
1.75 1.75 1.801155
1.75 1.75 1.801236
1.75 1.75 1.801319
1.75 1.75 1.801404
1.75 1.75 1.801490
1.75 1.75 1.801577
1.75 1.75 1.801667
1.75 1.75 1.801758
1.75 1.75 1.801851
1.75 1.75 1.801946
1.75 1.75 1.802042
1.75 1.75 1.802140
1.75 1.75 1.802240
1.75 1.75 1.802342
1.75 1.75 1.802445
1.75 1.75 1.802550
1.75 1.75 1.802657
1.75 1.75 1.802766
1.75 1.75 1.802876
1.75 1.75 1.802989
1.75 1.75 1.803103
1.75 1.75 1.803219
1.75 1.75 1.803337
1.75 1.75 1.803457
1.75 1.75 1.803578
1.75 1.75 1.803702
1.75 1.75 1.803827
1.75 1.75 1.803954
1.75 1.75 1.804084
1.75 1.75 1.804215
1.75 1.75 1.804348
1.75 1.75 1.804484
1.75 1.75 1.804621
1.75 1.75 1.804760
1.75 1.75 1.804901
1.75 1.75 1.805045
1.75 1.75 1.805190
1.75 1.75 1.805338
1.75 1.75 1.805487
1.75 1.75 1.805639
1.75 1.75 1.805793
1.75 1.75 1.805950
1.75 1.75 1.806108
1.75 1.75 1.806269
1.75 1.75 1.806432
1.75 1.75 1.806597
1.75 1.75 1.806765
1.75 1.75 1.806935
1.75 1.75 1.807107
1.75 1.75 1.807282
1.75 1.75 1.807459
1.75 1.75 1.807639
1.75 1.75 1.807821
1.75 1.75 1.808005
1.75 1.75 1.808193
1.75 1.75 1.808383
1.75 1.75 1.808575
1.75 1.75 1.808770
1.75 1.75 1.808968
1.75 1.75 1.809169
1.75 1.75 1.809373
1.75 1.75 1.809579
1.75 1.75 1.809788
1.75 1.75 1.810000
1.75 1.75 1.810215
1.75 1.75 1.810433
1.75 1.75 1.810654
1.75 1.75 1.810879
1.75 1.75 1.811106
1.75 1.75 1.811337
1.75 1.75 1.811570
1.75 1.75 1.811808
1.75 1.75 1.812048
1.75 1.75 1.812292
1.75 1.75 1.812539
1.75 1.75 1.812790
1.75 1.75 1.813045
1.75 1.75 1.813303
1.75 1.75 1.813565
1.75 1.75 1.813831
1.75 1.75 1.814100
1.75 1.75 1.814374
1.75 1.75 1.814651
1.75 1.75 1.814932
1.75 1.75 1.814601
1.75 1.75 1.814274
1.75 1.75 1.813951
